Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
DENW212,2021-05-29,10,-,18,sehr gut
DENW212,2021-05-29,10,-,18,sehr gut
DENW212,2021-05-29,10,-,15,sehr gut
DENW212,2021-05-29,10,-,15,sehr gut
DENW212,2021-05-29,10,-,14,sehr gut
DENW212,2021-05-29,10,-,11,sehr gut
DENW212,2021-05-29,10,-,-,sehr gut
DENW212,2021-05-29,11,-,17,sehr gut
DENW212,2021-05-29,11,-,18,sehr gut
DENW212,2021-05-30,11,-,28,gut
DENW212,2021-05-30,12,-,28,gut
DENW212,2021-05-30,12,-,37,gut
DENW212,2021-05-30,12,-,35,gut
DENW212,2021-05-30,13,-,43,mäßig
DENW212,2021-05-30,13,-,47,mäßig
DENW212,2021-05-30,13,-,35,gut
DENW212,2021-05-30,13,-,22,gut
DENW212,2021-05-30,13,-,10,sehr gut
DENW212,2021-05-30,13,-,8,sehr gut
DENW212,2021-05-30,13,-,9,sehr gut
DENW212,2021-05-30,13,-,7,sehr gut
DENW212,2021-05-30,13,-,8,sehr gut
DENW212,2021-05-30,13,-,8,sehr gut
DENW212,2021-05-30,13,-,9,sehr gut
DENW212,2021-05-30,13,-,12,sehr gut
DENW212,2021-05-30,13,-,13,sehr gut
DENW212,2021-05-30,12,-,15,sehr gut
DENW212,2021-05-30,12,-,10,sehr gut
DENW212,2021-05-30,12,-,11,sehr gut
DENW212,2021-05-30,13,-,11,sehr gut
DENW212,2021-05-30,13,-,16,sehr gut
DENW212,2021-05-30,13,-,-,sehr gut
DENW212,2021-05-30,12,-,15,sehr gut
DENW212,2021-05-31,12,-,13,sehr gut
DENW212,2021-05-31,12,-,14,sehr gut
DENW212,2021-05-31,11,-,15,sehr gut
DENW212,2021-05-31,11,-,16,sehr gut
DENW212,2021-05-31,11,-,39,gut
DENW212,2021-05-31,10,-,52,mäßig
DENW212,2021-05-31,10,-,43,mäßig
DENW212,2021-05-31,10,-,48,mäßig
DENW212,2021-05-31,10,-,33,gut
DENW212,2021-05-31,10,-,34,gut
DENW212,2021-05-31,11,-,22,gut
DENW212,2021-05-31,11,-,21,gut
DENW212,2021-05-31,11,-,19,sehr gut
DENW212,2021-05-31,11,-,17,sehr gut
DENW212,2021-05-31,11,-,15,sehr gut
DENW212,2021-05-31,11,-,20,sehr gut
DENW212,2021-05-31,12,-,14,sehr gut
DENW212,2021-05-31,11,-,15,sehr gut
DENW212,2021-05-31,12,-,16,sehr gut
DENW212,2021-05-31,12,-,16,sehr gut
DENW212,2021-05-31,12,-,13,sehr gut
DENW212,2021-05-31,12,-,23,gut
DENW212,2021-05-31,12,-,26,gut
DENW212,2021-05-31,12,-,-,sehr gut
DENW212,2021-06-01,12,-,33,gut
DENW212,2021-06-01,12,-,20,sehr gut
DENW212,2021-06-01,13,-,20,sehr gut
DENW212,2021-06-01,12,-,25,gut
DENW212,2021-06-01,12,-,37,gut
DENW212,2021-06-01,12,-,42,mäßig
DENW212,2021-06-01,12,-,47,mäßig
DENW212,2021-06-01,12,-,25,gut
DENW212,2021-06-01,12,-,24,gut
DENW212,2021-06-01,12,-,30,gut
DENW212,2021-06-01,12,-,25,gut
DENW212,2021-06-01,12,-,14,sehr gut
DENW212,2021-06-01,12,-,11,sehr gut
DENW212,2021-06-01,11,-,10,sehr gut
DENW212,2021-06-01,11,-,11,sehr gut
DENW212,2021-06-01,11,-,10,sehr gut
DENW212,2021-06-01,11,-,10,sehr gut
DENW212,2021-06-01,11,-,13,sehr gut
DENW212,2021-06-01,11,-,17,sehr gut
DENW212,2021-06-01,11,-,15,sehr gut
DENW212,2021-06-01,11,-,18,sehr gut
DENW212,2021-06-01,11,-,27,gut
DENW212,2021-06-01,11,-,48,mäßig
DENW212,2021-06-01,11,-,59,mäßig
DENW212,2021-06-02,11,-,-,sehr gut
DENW212,2021-06-02,11,-,31,gut
DENW212,2021-06-02,11,-,39,gut
DENW212,2021-06-02,11,-,27,gut
DENW212,2021-06-02,12,-,39,gut
DENW212,2021-06-02,12,-,38,gut
DENW212,2021-06-02,12,-,50,mäßig
DENW212,2021-06-02,12,-,54,mäßig
DENW212,2021-06-02,12,-,41,mäßig
DENW212,2021-06-02,13,-,31,gut
DENW212,2021-06-02,13,-,30,gut
DENW212,2021-06-02,13,-,20,sehr gut
DENW212,2021-06-02,13,-,19,sehr gut
DENW212,2021-06-02,13,-,12,sehr gut
DENW212,2021-06-02,13,-,14,sehr gut
DENW212,2021-06-02,13,-,18,sehr gut
DENW212,2021-06-02,13,-,17,sehr gut
DENW212,2021-06-02,13,-,16,sehr gut
DENW212,2021-06-02,13,-,16,sehr gut
DENW212,2021-06-02,14,-,18,sehr gut
DENW212,2021-06-02,13,-,19,sehr gut
DENW212,2021-06-02,13,-,31,gut
DENW212,2021-06-02,13,-,38,gut
DENW212,2021-06-02,13,-,33,gut
DENW212,2021-06-03,13,-,35,gut
DENW212,2021-06-03,13,-,-,sehr gut
DENW212,2021-06-03,13,-,50,mäßig
DENW212,2021-06-03,13,-,36,gut
DENW212,2021-06-03,13,-,34,gut
DENW212,2021-06-03,13,-,26,gut
DENW212,2021-06-03,12,-,32,gut
DENW212,2021-06-03,12,-,35,gut
DENW212,2021-06-03,12,-,21,gut
DENW212,2021-06-03,11,-,27,gut
DENW212,2021-06-03,11,-,36,gut
DENW212,2021-06-03,11,-,26,gut
DENW212,2021-06-03,11,-,40,gut
DENW212,2021-06-03,11,-,23,gut
DENW212,2021-06-03,10,-,16,sehr gut
DENW212,2021-06-03,10,-,15,sehr gut
DENW212,2021-06-03,10,-,26,gut
DENW212,2021-06-03,10,-,28,gut
DENW212,2021-06-03,10,-,32,gut
DENW212,2021-06-03,10,-,29,gut
DENW212,2021-06-03,10,-,46,mäßig
DENW212,2021-06-03,10,-,49,mäßig
DENW212,2021-06-03,10,-,41,mäßig
DENW212,2021-06-03,10,-,37,gut
DENW212,2021-06-04,10,-,25,gut
DENW212,2021-06-04,10,-,30,gut
DENW212,2021-06-04,10,-,-,sehr gut
DENW212,2021-06-04,10,-,39,gut
DENW212,2021-06-04,10,-,33,gut
DENW212,2021-06-04,10,-,35,gut
DENW212,2021-06-04,11,-,30,gut
DENW212,2021-06-04,11,-,31,gut
DENW212,2021-06-04,12,-,28,gut
DENW212,2021-06-04,12,-,33,gut
DENW212,2021-06-04,13,-,37,gut
DENW212,2021-06-04,13,-,32,gut
DENW212,2021-06-04,14,-,21,gut
DENW212,2021-06-04,14,-,19,sehr gut
DENW212,2021-06-04,15,-,20,sehr gut
DENW212,2021-06-04,16,-,29,gut
DENW212,2021-06-04,16,-,32,gut
DENW212,2021-06-04,17,-,35,gut
DENW212,2021-06-04,18,-,27,gut
DENW212,2021-06-04,18,-,16,sehr gut
DENW212,2021-06-04,18,-,19,sehr gut
DENW212,2021-06-04,18,-,32,gut
DENW212,2021-06-04,18,-,28,gut
DENW212,2021-06-04,19,-,33,gut
DENW212,2021-06-05,19,-,25,gut
DENW212,2021-06-05,19,-,28,gut
DENW212,2021-06-05,19,-,26,gut
DENW212,2021-06-05,20,-,-,sehr gut
DENW212,2021-06-05,20,-,25,gut
DENW212,2021-06-05,20,-,22,gut
DENW212,2021-06-05,21,-,24,gut
DENW212,2021-06-05,21,-,24,gut
DENW212,2021-06-05,21,-,27,gut
DENW212,2021-06-05,21,-,21,gut
DENW212,2021-06-05,21,-,21,gut
DENW212,2021-06-05,21,-,24,gut
DENW212,2021-06-05,21,-,22,gut
DENW212,2021-06-05,21,-,22,gut
DENW212,2021-06-05,22,-,22,gut
DENW212,2021-06-05,23,-,26,gut
DENW212,2021-06-05,25,-,32,gut
DENW212,2021-06-05,26,-,29,gut
DENW212,2021-06-05,26,-,31,gut
DENW212,2021-06-05,27,-,28,gut
DENW212,2021-06-05,28,-,27,gut
DENW212,2021-06-05,29,-,22,gut
DENW212,2021-06-05,30,-,22,gut
DENW212,2021-06-05,31,-,18,gut
DENW212,2021-06-06,32,-,9,gut
DENW212,2021-06-06,32,-,8,gut
DENW212,2021-06-06,32,-,5,gut
DENW212,2021-06-06,32,-,5,gut
DENW212,2021-06-06,32,-,-,gut
DENW212,2021-06-06,31,-,5,gut
DENW212,2021-06-06,31,-,5,gut
DENW212,2021-06-06,31,-,7,gut
DENW212,2021-06-06,31,-,8,gut
DENW212,2021-06-06,31,-,10,gut
DENW212,2021-06-06,31,-,13,gut
DENW212,2021-06-06,31,-,16,gut
DENW212,2021-06-06,31,-,16,gut
DENW212,2021-06-06,31,-,17,gut
DENW212,2021-06-06,30,-,16,gut
DENW212,2021-06-06,29,-,18,gut
DENW212,2021-06-06,27,-,19,gut
DENW212,2021-06-06,26,-,19,gut
DENW212,2021-06-06,26,-,21,gut
DENW212,2021-06-06,25,-,24,gut
DENW212,2021-06-06,24,-,29,gut
DENW212,2021-06-06,23,-,32,gut
DENW212,2021-06-06,22,-,28,gut
DENW212,2021-06-06,22,-,30,gut
DENW212,2021-06-07,21,-,23,gut
DENW212,2021-06-07,21,-,16,gut
DENW212,2021-06-07,21,-,16,gut
DENW212,2021-06-07,21,-,14,gut
DENW212,2021-06-07,21,-,17,gut
DENW212,2021-06-07,21,-,-,gut
DENW212,2021-06-07,22,-,38,gut
DENW212,2021-06-07,22,-,37,gut
DENW212,2021-06-07,22,-,35,gut
DENW212,2021-06-07,22,-,38,gut
DENW212,2021-06-07,22,-,35,gut
DENW212,2021-06-07,22,-,35,gut
DENW212,2021-06-07,22,-,36,gut
DENW212,2021-06-07,22,-,26,gut
DENW212,2021-06-07,22,-,32,gut
DENW212,2021-06-07,22,-,31,gut
DENW212,2021-06-07,22,-,30,gut
DENW212,2021-06-07,22,-,26,gut
DENW212,2021-06-07,22,-,26,gut
DENW212,2021-06-07,21,-,22,gut
DENW212,2021-06-07,21,-,18,gut
DENW212,2021-06-07,21,-,19,gut
DENW212,2021-06-07,21,-,25,gut
DENW212,2021-06-07,21,-,25,gut
DENW212,2021-06-08,20,-,23,gut
DENW212,2021-06-08,20,-,20,sehr gut
DENW212,2021-06-08,20,-,28,gut
DENW212,2021-06-08,21,-,36,gut
DENW212,2021-06-08,21,-,39,gut
DENW212,2021-06-08,21,-,48,mäßig
DENW212,2021-06-08,21,-,-,gut
DENW212,2021-06-08,21,-,52,mäßig
DENW212,2021-06-08,22,-,53,mäßig
DENW212,2021-06-08,22,-,47,mäßig
DENW212,2021-06-08,23,-,46,mäßig
DENW212,2021-06-08,22,-,-,gut
DENW212,2021-06-08,22,-,-,gut
DENW212,2021-06-08,22,-,-,gut
DENW212,2021-06-08,22,-,27,gut
DENW212,2021-06-08,22,-,23,gut
DENW212,2021-06-08,22,-,23,gut
DENW212,2021-06-08,22,-,27,gut
DENW212,2021-06-08,22,-,23,gut
DENW212,2021-06-08,22,-,24,gut
DENW212,2021-06-08,22,-,26,gut
DENW212,2021-06-08,22,-,28,gut
DENW212,2021-06-08,22,-,64,mäßig
DENW212,2021-06-08,22,-,53,mäßig
DENW212,2021-06-09,22,-,59,mäßig
DENW212,2021-06-09,22,-,42,mäßig
DENW212,2021-06-09,22,-,42,mäßig
DENW212,2021-06-09,22,-,67,mäßig
DENW212,2021-06-09,22,-,70,mäßig
DENW212,2021-06-09,22,-,53,mäßig
DENW212,2021-06-09,22,-,49,mäßig
DENW212,2021-06-09,22,-,59,mäßig
DENW212,2021-06-09,22,-,60,mäßig
DENW212,2021-06-09,23,-,56,mäßig
DENW212,2021-06-09,23,-,36,gut
DENW212,2021-06-09,23,-,42,mäßig
DENW212,2021-06-09,24,-,38,gut
DENW212,2021-06-09,24,-,35,gut
DENW212,2021-06-09,25,-,-,gut
DENW212,2021-06-09,25,-,38,gut
DENW212,2021-06-09,26,-,29,gut
DENW212,2021-06-09,26,-,32,gut
DENW212,2021-06-09,26,-,32,gut
DENW212,2021-06-09,27,-,27,gut
DENW212,2021-06-09,27,-,33,gut
DENW212,2021-06-09,28,-,40,gut
DENW212,2021-06-09,29,-,34,gut
DENW212,2021-06-09,30,-,26,gut
DENW212,2021-06-10,30,-,21,gut
DENW212,2021-06-10,30,-,26,gut
DENW212,2021-06-10,30,-,24,gut
DENW212,2021-06-10,30,-,22,gut
DENW212,2021-06-10,29,-,30,gut
DENW212,2021-06-10,29,-,38,gut
DENW212,2021-06-10,29,-,48,mäßig
DENW212,2021-06-10,29,-,57,mäßig
DENW212,2021-06-10,28,-,57,mäßig
DENW212,2021-06-10,28,-,51,mäßig
DENW212,2021-06-10,27,-,41,mäßig
DENW212,2021-06-10,27,-,40,gut
DENW212,2021-06-10,26,-,37,gut
DENW212,2021-06-10,25,-,38,gut
DENW212,2021-06-10,25,-,29,gut
DENW212,2021-06-10,24,-,-,gut
DENW212,2021-06-10,24,-,31,gut
DENW212,2021-06-10,23,-,38,gut
DENW212,2021-06-10,23,-,46,mäßig
DENW212,2021-06-10,22,-,42,mäßig
DENW212,2021-06-10,22,-,33,gut
DENW212,2021-06-10,21,-,42,mäßig
DENW212,2021-06-10,21,-,37,gut
DENW212,2021-06-10,20,-,39,gut
DENW212,2021-06-11,20,-,32,gut
DENW212,2021-06-11,20,-,21,gut
DENW212,2021-06-11,20,-,26,gut
DENW212,2021-06-11,20,-,35,gut
DENW212,2021-06-11,20,-,25,gut
DENW212,2021-06-11,20,-,30,gut
DENW212,2021-06-11,20,-,39,gut
DENW212,2021-06-11,20,-,40,gut
DENW212,2021-06-11,21,-,50,mäßig
DENW212,2021-06-11,21,-,50,mäßig
DENW212,2021-06-11,21,-,40,gut
DENW212,2021-06-11,22,-,39,gut
DENW212,2021-06-11,22,-,40,gut
DENW212,2021-06-11,22,-,35,gut
DENW212,2021-06-11,22,-,30,gut
DENW212,2021-06-11,23,-,35,gut
DENW212,2021-06-11,23,-,-,gut
DENW212,2021-06-11,23,-,22,gut
DENW212,2021-06-11,23,-,38,gut
DENW212,2021-06-11,23,-,34,gut
DENW212,2021-06-11,23,-,29,gut
DENW212,2021-06-11,23,-,32,gut
DENW212,2021-06-11,23,-,32,gut
DENW212,2021-06-11,23,-,35,gut
DENW212,2021-06-12,23,-,28,gut
DENW212,2021-06-12,22,-,23,gut
DENW212,2021-06-12,22,-,18,gut
DENW212,2021-06-12,22,-,15,gut
DENW212,2021-06-12,22,-,17,gut
DENW212,2021-06-12,22,-,18,gut
DENW212,2021-06-12,22,-,22,gut
DENW212,2021-06-12,22,-,17,gut
DENW212,2021-06-12,21,-,19,gut
DENW212,2021-06-12,20,-,15,sehr gut
DENW212,2021-06-12,20,-,19,sehr gut
DENW212,2021-06-12,20,-,17,sehr gut
DENW212,2021-06-12,19,-,16,sehr gut
DENW212,2021-06-12,19,-,18,sehr gut
DENW212,2021-06-12,19,-,19,sehr gut
DENW212,2021-06-12,19,-,18,sehr gut
DENW212,2021-06-12,19,-,14,sehr gut
DENW212,2021-06-12,20,-,-,sehr gut
DENW212,2021-06-12,20,-,16,sehr gut
DENW212,2021-06-12,20,-,13,sehr gut
DENW212,2021-06-12,20,-,15,sehr gut
DENW212,2021-06-12,20,-,16,sehr gut
DENW212,2021-06-12,20,-,14,sehr gut
DENW212,2021-06-12,20,-,19,sehr gut
DENW212,2021-06-13,20,-,17,sehr gut
DENW212,2021-06-13,20,-,16,sehr gut
DENW212,2021-06-13,20,-,14,sehr gut
DENW212,2021-06-13,19,-,14,sehr gut
DENW212,2021-06-13,19,-,13,sehr gut
DENW212,2021-06-13,19,-,17,sehr gut
DENW212,2021-06-13,18,-,20,sehr gut
DENW212,2021-06-13,18,-,14,sehr gut
DENW212,2021-06-13,18,-,11,sehr gut
DENW212,2021-06-13,18,-,10,sehr gut
DENW212,2021-06-13,18,-,9,sehr gut
DENW212,2021-06-13,17,-,12,sehr gut
DENW212,2021-06-13,17,-,12,sehr gut
DENW212,2021-06-13,16,-,14,sehr gut
DENW212,2021-06-13,16,-,16,sehr gut
DENW212,2021-06-13,16,-,13,sehr gut
DENW212,2021-06-13,15,-,14,sehr gut
DENW212,2021-06-13,15,-,18,sehr gut
DENW212,2021-06-13,14,-,-,sehr gut
DENW212,2021-06-13,14,-,27,gut
DENW212,2021-06-13,14,-,30,gut
DENW212,2021-06-13,14,-,31,gut
DENW212,2021-06-13,14,-,44,mäßig
DENW212,2021-06-13,14,-,50,mäßig
DENW212,2021-06-14,14,-,27,gut
DENW212,2021-06-14,14,-,23,gut
DENW212,2021-06-14,14,-,24,gut
DENW212,2021-06-14,14,-,28,gut
DENW212,2021-06-14,14,-,35,gut
DENW212,2021-06-14,14,-,35,gut
DENW212,2021-06-14,13,-,30,gut
DENW212,2021-06-14,13,-,36,gut
DENW212,2021-06-14,13,-,31,gut
DENW212,2021-06-14,13,-,25,gut
DENW212,2021-06-14,14,-,23,gut
DENW212,2021-06-14,14,-,16,sehr gut
DENW212,2021-06-14,14,-,16,sehr gut
DENW212,2021-06-14,14,-,18,sehr gut
DENW212,2021-06-14,14,-,21,gut
DENW212,2021-06-14,14,-,29,gut
DENW212,2021-06-14,14,-,29,gut
DENW212,2021-06-14,14,-,32,gut
DENW212,2021-06-14,14,-,49,mäßig
DENW212,2021-06-14,15,-,-,sehr gut
DENW212,2021-06-14,15,-,44,mäßig
DENW212,2021-06-14,15,-,40,gut
DENW212,2021-06-14,16,-,80,mäßig
DENW212,2021-06-14,16,-,99,mäßig
DENW212,2021-06-15,17,-,57,mäßig
DENW212,2021-06-15,17,-,26,gut
DENW212,2021-06-15,18,-,22,gut
DENW212,2021-06-15,18,-,20,sehr gut
DENW212,2021-06-15,19,-,27,gut
DENW212,2021-06-15,20,-,28,gut
DENW212,2021-06-15,20,-,41,mäßig
DENW212,2021-06-15,21,-,48,mäßig
DENW212,2021-06-15,22,-,44,mäßig
DENW212,2021-06-15,23,-,45,mäßig
DENW212,2021-06-15,23,-,39,gut
DENW212,2021-06-15,24,-,28,gut
DENW212,2021-06-15,24,-,26,gut
DENW212,2021-06-15,24,-,27,gut
DENW212,2021-06-15,24,-,25,gut
DENW212,2021-06-15,24,-,26,gut
DENW212,2021-06-15,24,-,25,gut
DENW212,2021-06-15,24,-,25,gut
DENW212,2021-06-15,24,-,22,gut
DENW212,2021-06-15,24,-,19,gut
DENW212,2021-06-15,23,-,-,gut
DENW212,2021-06-15,23,-,23,gut
DENW212,2021-06-15,22,-,19,gut
DENW212,2021-06-15,21,-,24,gut
DENW212,2021-06-16,21,-,24,gut
DENW212,2021-06-16,20,-,25,gut
DENW212,2021-06-16,20,-,18,sehr gut
DENW212,2021-06-16,19,-,26,gut
DENW212,2021-06-16,19,-,44,mäßig
DENW212,2021-06-16,18,-,28,gut
DENW212,2021-06-16,18,-,33,gut
DENW212,2021-06-16,17,-,46,mäßig
DENW212,2021-06-16,17,-,39,gut
DENW212,2021-06-16,16,-,27,gut
DENW212,2021-06-16,16,-,24,gut
DENW212,2021-06-16,16,-,17,sehr gut
DENW212,2021-06-16,16,-,18,sehr gut
DENW212,2021-06-16,16,-,17,sehr gut
DENW212,2021-06-16,17,-,16,sehr gut
DENW212,2021-06-16,17,-,18,sehr gut
DENW212,2021-06-16,17,-,20,sehr gut
DENW212,2021-06-16,17,-,23,gut
DENW212,2021-06-16,17,-,21,gut
DENW212,2021-06-16,17,-,32,gut
DENW212,2021-06-16,17,-,38,gut
DENW212,2021-06-16,17,-,-,sehr gut
DENW212,2021-06-16,17,-,37,gut
DENW212,2021-06-16,17,-,46,mäßig
DENW212,2021-06-17,18,-,31,gut
DENW212,2021-06-17,18,-,23,gut
DENW212,2021-06-17,19,-,24,gut
DENW212,2021-06-17,19,-,29,gut
DENW212,2021-06-17,19,-,38,gut
DENW212,2021-06-17,19,-,40,gut
DENW212,2021-06-17,19,-,43,mäßig
DENW212,2021-06-17,19,-,41,mäßig
DENW212,2021-06-17,19,-,37,gut
DENW212,2021-06-17,19,-,32,gut
DENW212,2021-06-17,19,-,28,gut
DENW212,2021-06-17,19,-,27,gut
DENW212,2021-06-17,19,-,22,gut
DENW212,2021-06-17,19,-,18,sehr gut
DENW212,2021-06-17,19,-,18,sehr gut
DENW212,2021-06-17,20,-,23,gut
DENW212,2021-06-17,20,-,36,gut
DENW212,2021-06-17,21,-,38,gut
DENW212,2021-06-17,21,-,34,gut
DENW212,2021-06-17,22,-,24,gut
DENW212,2021-06-17,23,-,31,gut
DENW212,2021-06-17,23,-,28,gut
DENW212,2021-06-17,23,-,-,gut
DENW212,2021-06-17,24,-,31,gut
DENW212,2021-06-18,24,-,32,gut
DENW212,2021-06-18,24,-,26,gut
DENW212,2021-06-18,24,-,19,gut
DENW212,2021-06-18,25,-,17,gut
DENW212,2021-06-18,25,-,16,gut
DENW212,2021-06-18,25,-,41,mäßig
DENW212,2021-06-18,26,-,50,mäßig
DENW212,2021-06-18,26,-,57,mäßig
DENW212,2021-06-18,27,-,50,mäßig
DENW212,2021-06-18,27,-,57,mäßig
DENW212,2021-06-18,28,-,55,mäßig
DENW212,2021-06-18,28,-,58,mäßig
DENW212,2021-06-18,29,-,41,mäßig
DENW212,2021-06-18,29,-,24,gut
DENW212,2021-06-18,29,-,15,gut
DENW212,2021-06-18,29,-,18,gut
DENW212,2021-06-18,28,-,21,gut
DENW212,2021-06-18,28,-,21,gut
DENW212,2021-06-18,28,-,23,gut
DENW212,2021-06-18,28,-,23,gut
DENW212,2021-06-18,28,-,25,gut
DENW212,2021-06-18,27,-,18,gut
DENW212,2021-06-18,28,-,35,gut
DENW212,2021-06-18,28,-,-,gut
DENW212,2021-06-19,28,-,29,gut
DENW212,2021-06-19,29,-,18,gut
DENW212,2021-06-19,28,-,15,gut
DENW212,2021-06-19,28,-,13,gut
DENW212,2021-06-19,27,-,25,gut
DENW212,2021-06-19,27,-,20,gut
DENW212,2021-06-19,26,-,19,gut
DENW212,2021-06-19,25,-,16,gut
DENW212,2021-06-19,24,-,16,gut
DENW212,2021-06-19,23,-,16,gut
DENW212,2021-06-19,22,-,24,gut
DENW212,2021-06-19,21,-,14,gut
DENW212,2021-06-19,20,-,13,sehr gut
DENW212,2021-06-19,19,-,15,sehr gut
DENW212,2021-06-19,19,-,12,sehr gut
DENW212,2021-06-19,18,-,13,sehr gut
DENW212,2021-06-19,18,-,24,gut
DENW212,2021-06-19,18,-,33,gut
DENW212,2021-06-19,17,-,27,gut
DENW212,2021-06-19,17,-,21,gut
DENW212,2021-06-19,16,-,23,gut
DENW212,2021-06-19,15,-,22,gut
DENW212,2021-06-19,15,-,22,gut
DENW212,2021-06-19,14,-,21,gut
DENW212,2021-06-20,14,-,-,sehr gut
DENW212,2021-06-20,13,-,13,sehr gut
DENW212,2021-06-20,12,-,11,sehr gut
DENW212,2021-06-20,12,-,10,sehr gut
DENW212,2021-06-20,12,-,10,sehr gut
DENW212,2021-06-20,12,-,17,sehr gut
DENW212,2021-06-20,13,-,11,sehr gut
DENW212,2021-06-20,13,-,8,sehr gut
DENW212,2021-06-20,13,-,15,sehr gut
DENW212,2021-06-20,13,-,10,sehr gut
DENW212,2021-06-20,12,-,10,sehr gut
DENW212,2021-06-20,12,-,16,sehr gut
DENW212,2021-06-20,12,-,19,sehr gut
DENW212,2021-06-20,12,-,19,sehr gut
DENW212,2021-06-20,12,-,15,sehr gut
DENW212,2021-06-20,12,-,23,gut
DENW212,2021-06-20,12,-,21,gut
DENW212,2021-06-20,11,-,18,sehr gut
DENW212,2021-06-20,11,-,20,sehr gut
DENW212,2021-06-20,11,-,23,gut
DENW212,2021-06-20,11,-,27,gut
DENW212,2021-06-20,11,-,25,gut
DENW212,2021-06-20,11,-,23,gut
DENW212,2021-06-20,10,-,16,sehr gut
DENW212,2021-06-21,10,-,14,sehr gut
DENW212,2021-06-21,9,-,-,sehr gut
DENW212,2021-06-21,9,-,16,sehr gut
DENW212,2021-06-21,9,-,12,sehr gut
DENW212,2021-06-21,9,-,17,sehr gut
DENW212,2021-06-21,9,-,21,gut
DENW212,2021-06-21,9,-,28,gut
DENW212,2021-06-21,10,-,39,gut
DENW212,2021-06-21,10,-,34,gut
DENW212,2021-06-21,10,-,31,gut
DENW212,2021-06-21,11,-,25,gut
DENW212,2021-06-21,11,-,22,gut
DENW212,2021-06-21,11,-,26,gut
DENW212,2021-06-21,11,-,23,gut
DENW212,2021-06-21,11,-,23,gut
DENW212,2021-06-21,11,-,26,gut
DENW212,2021-06-21,11,-,24,gut
DENW212,2021-06-21,11,-,26,gut
DENW212,2021-06-21,11,-,25,gut
DENW212,2021-06-21,11,-,19,sehr gut
DENW212,2021-06-21,11,-,15,sehr gut
DENW212,2021-06-21,11,-,14,sehr gut
DENW212,2021-06-21,11,-,10,sehr gut
DENW212,2021-06-21,11,-,10,sehr gut
DENW212,2021-06-22,10,-,9,sehr gut
DENW212,2021-06-22,10,-,7,sehr gut
DENW212,2021-06-22,10,-,-,sehr gut
DENW212,2021-06-22,10,-,4,sehr gut
DENW212,2021-06-22,10,-,5,sehr gut
DENW212,2021-06-22,9,-,10,sehr gut
DENW212,2021-06-22,9,-,14,sehr gut
DENW212,2021-06-22,8,-,23,gut
DENW212,2021-06-22,8,-,24,gut
DENW212,2021-06-22,8,-,29,gut
DENW212,2021-06-22,7,-,24,gut
DENW212,2021-06-22,7,-,17,sehr gut
DENW212,2021-06-22,7,-,12,sehr gut
DENW212,2021-06-22,7,-,18,sehr gut
DENW212,2021-06-22,7,-,21,gut
DENW212,2021-06-22,8,-,41,mäßig
DENW212,2021-06-22,8,-,44,mäßig
DENW212,2021-06-22,8,-,47,mäßig
DENW212,2021-06-22,8,-,35,gut
DENW212,2021-06-22,9,-,33,gut
DENW212,2021-06-22,9,-,27,gut
DENW212,2021-06-22,9,-,27,gut
DENW212,2021-06-22,10,-,28,gut
DENW212,2021-06-22,10,-,26,gut
DENW212,2021-06-23,11,-,21,gut
DENW212,2021-06-23,12,-,17,sehr gut
DENW212,2021-06-23,13,-,15,sehr gut
DENW212,2021-06-23,13,-,-,sehr gut
DENW212,2021-06-23,14,-,14,sehr gut
DENW212,2021-06-23,15,-,19,sehr gut
DENW212,2021-06-23,15,-,29,gut
DENW212,2021-06-23,16,-,37,gut
DENW212,2021-06-23,17,-,34,gut
DENW212,2021-06-23,18,-,36,gut
DENW212,2021-06-23,19,-,35,gut
DENW212,2021-06-23,19,-,33,gut
DENW212,2021-06-23,20,-,30,gut
DENW212,2021-06-23,21,-,30,gut
DENW212,2021-06-23,22,-,30,gut
DENW212,2021-06-23,22,-,35,gut
DENW212,2021-06-23,23,-,35,gut
DENW212,2021-06-23,24,-,33,gut
DENW212,2021-06-23,24,-,28,gut
DENW212,2021-06-23,25,-,27,gut
DENW212,2021-06-23,25,-,28,gut
DENW212,2021-06-23,26,-,25,gut
DENW212,2021-06-23,26,-,31,gut
DENW212,2021-06-23,26,-,36,gut
DENW212,2021-06-24,27,-,40,gut
DENW212,2021-06-24,27,-,34,gut
DENW212,2021-06-24,27,-,27,gut
DENW212,2021-06-24,26,-,23,gut
DENW212,2021-06-24,26,-,-,gut
DENW212,2021-06-24,26,-,27,gut
DENW212,2021-06-24,25,-,41,mäßig
DENW212,2021-06-24,25,-,42,mäßig
DENW212,2021-06-24,25,-,42,mäßig
DENW212,2021-06-24,25,-,38,gut
DENW212,2021-06-24,25,-,33,gut
DENW212,2021-06-24,25,-,29,gut
DENW212,2021-06-24,25,-,34,gut
DENW212,2021-06-24,24,-,26,gut
DENW212,2021-06-24,24,-,27,gut
DENW212,2021-06-24,23,-,25,gut
DENW212,2021-06-24,23,-,21,gut
DENW212,2021-06-24,22,-,19,gut
DENW212,2021-06-24,21,-,23,gut
DENW212,2021-06-24,21,-,22,gut
